n_type,request_id,completion_time,total_processing_time
auction,964,0:00:02.222707,0:00:01.830564
auction,975,0:00:02.778570,0:00:02.430835
auction,976,0:00:02.651616,0:00:02.647598
auction,977,0:00:01.512161,0:00:01.509057
auction,978,0:00:01.872198,0:00:01.869022
auction,979,0:00:02.348419,0:00:02.347922
auction,990,0:00:02.164276,0:00:02.163500
auction,991,0:00:02.255980,0:00:02.254913
auction,992,0:00:02.284898,0:00:02.280894
auction,993,0:00:02.582591,0:00:02.221050
auction,994,0:00:02.795252,0:00:02.791006
auction,1005,0:00:02.978548,0:00:02.975759
auction,1006,0:00:01.802503,0:00:01.800420
auction,1007,0:00:02.342378,0:00:02.340321
auction,1008,0:00:02.555513,0:00:02.552365
auction,1009,0:00:02.708672,0:00:02.700825
auction,1020,0:00:02.130317,0:00:01.770901
auction,1021,0:00:02.431615,0:00:02.430403
auction,1022,0:00:02.770747,0:00:02.761275
auction,1023,0:00:02.560070,0:00:02.552121
auction,1024,0:00:02.975625,0:00:02.973265
auction,1035,0:00:02.323743,0:00:02.318013
auction,1036,0:00:02.202714,0:00:02.193608
auction,1037,0:00:03.065273,0:00:02.730934
auction,1038,0:00:01.751932,0:00:01.743238
auction,1039,0:00:02.800683,0:00:02.795089
auction,1050,0:00:01.653119,0:00:01.651611
auction,1051,0:00:02.513029,0:00:02.160362
auction,1052,0:00:02.312787,0:00:02.311175
auction,1053,0:00:01.986660,0:00:01.986104
auction,1054,0:00:01.938898,0:00:01.590513
auction,1065,0:00:02.379306,0:00:01.981070
auction,1066,0:00:01.658968,0:00:01.657782
auction,1067,0:00:01.932248,0:00:01.931194
auction,1068,0:00:02.830969,0:00:02.827091
auction,1069,0:00:02.380094,0:00:02.376079
auction,1080,0:00:01.622980,0:00:01.621650
auction,1081,0:00:01.749877,0:00:01.747423
auction,1082,0:00:02.469045,0:00:02.464472
auction,1083,0:00:02.316690,0:00:02.313792
auction,1084,0:00:02.257390,0:00:02.253630
auction,1095,0:00:02.342970,0:00:02.342015
auction,1096,0:00:01.652121,0:00:01.651017
auction,1097,0:00:02.049530,0:00:02.047866
auction,1098,0:00:02.470508,0:00:02.469359
auction,1099,0:00:03.104730,0:00:02.761102
auction,1110,0:00:02.373698,0:00:02.371506
auction,1111,0:00:02.131454,0:00:02.130569
auction,1112,0:00:01.892277,0:00:01.890286
auction,1113,0:00:02.678239,0:00:02.676190
auction,1114,0:00:02.045371,0:00:02.044031
auction,1125,0:00:02.678818,0:00:02.677788
auction,1126,0:00:01.934494,0:00:01.933073
auction,1127,0:00:02.436664,0:00:02.435519
auction,1128,0:00:02.585483,0:00:02.584304
auction,1129,0:00:02.106721,0:00:02.105439
auction,1140,0:00:01.964859,0:00:01.963898
auction,1141,0:00:02.832554,0:00:02.831820
auction,1142,0:00:02.917212,0:00:02.916028
auction,1143,0:00:02.351239,0:00:02.350099
auction,1144,0:00:02.832384,0:00:02.831894
auction,1155,0:00:02.140271,0:00:02.138247
auction,1156,0:00:03.010171,0:00:03.007782
auction,1157,0:00:02.289031,0:00:02.285678
auction,1158,0:00:01.899553,0:00:01.896521
auction,1159,0:00:01.538730,0:00:01.535059
auction,1170,0:00:02.257889,0:00:02.256994
auction,1171,0:00:02.711576,0:00:02.710792
auction,1172,0:00:02.561237,0:00:02.560174
auction,1173,0:00:02.198543,0:00:02.197769
auction,1174,0:00:02.406902,0:00:02.406370
auction,1185,0:00:02.347408,0:00:02.344904
auction,1186,0:00:01.894346,0:00:01.892364
auction,1187,0:00:02.375554,0:00:02.374145
auction,1188,0:00:02.523940,0:00:02.521975
auction,1189,0:00:02.563215,0:00:02.558265
auction,1200,0:00:01.831534,0:00:01.830474
auction,1201,0:00:02.525081,0:00:02.523369
auction,1202,0:00:02.821308,0:00:02.820600
auction,1203,0:00:01.832231,0:00:01.831452
auction,1204,0:00:01.930699,0:00:01.928342
auction,1215,0:00:03.066534,0:00:02.700623
auction,1216,0:00:02.056909,0:00:02.041488
auction,1217,0:00:02.678770,0:00:02.670303
auction,1218,0:00:01.723903,0:00:01.711399
auction,1219,0:00:02.197093,0:00:01.830317
auction,1230,0:00:02.196986,0:00:02.195179
auction,1231,0:00:02.196215,0:00:02.193280
auction,1232,0:00:02.801006,0:00:02.431228
auction,1233,0:00:02.435119,0:00:02.431053
auction,1234,0:00:02.411065,0:00:02.408909
auction,1245,0:00:01.898777,0:00:01.896719
auction,1246,0:00:01.989097,0:00:01.986805
auction,1247,0:00:03.042463,0:00:02.670747
auction,1248,0:00:01.685953,0:00:01.682386
auction,1249,0:00:02.074671,0:00:02.073904
auction,1260,0:00:01.564843,0:00:01.563389
auction,1261,0:00:02.613076,0:00:02.611706
auction,1262,0:00:02.311797,0:00:02.310882
auction,1263,0:00:01.981897,0:00:01.981248
auction,1264,0:00:02.735520,0:00:02.732939
auction,1275,0:00:02.492053,0:00:02.490930
auction,1276,0:00:02.106364,0:00:02.104463
auction,1277,0:00:02.256627,0:00:02.251762
auction,1278,0:00:02.134312,0:00:02.131874
auction,1279,0:00:02.709499,0:00:02.703969
auction,1290,0:00:01.897222,0:00:01.895645
auction,1291,0:00:02.380264,0:00:02.378292
auction,1292,0:00:02.379036,0:00:02.378298
auction,1293,0:00:02.698833,0:00:02.340488
auction,1294,0:00:02.916731,0:00:02.913639
auction,1305,0:00:02.493596,0:00:02.491021
auction,1306,0:00:02.596971,0:00:02.594995
auction,1307,0:00:01.814440,0:00:01.812009
auction,1308,0:00:02.802523,0:00:02.798315
auction,1309,0:00:02.621674,0:00:02.618179
auction,1320,0:00:02.136441,0:00:02.132840
auction,1321,0:00:02.701232,0:00:02.700600
auction,1322,0:00:02.801611,0:00:02.460444
auction,1323,0:00:02.222781,0:00:02.222036
auction,1324,0:00:02.949133,0:00:02.943642
auction,1335,0:00:02.822782,0:00:02.822001
auction,1336,0:00:02.151871,0:00:01.741706
auction,1337,0:00:02.613331,0:00:02.612171
auction,1338,0:00:02.554689,0:00:02.550752
auction,1339,0:00:02.188070,0:00:01.834408
auction,1350,0:00:01.928609,0:00:01.925258
auction,1351,0:00:01.979238,0:00:01.927840
auction,1352,0:00:01.613837,0:00:01.561783
auction,1353,0:00:01.775288,0:00:01.714191
auction,1354,0:00:02.459218,0:00:02.401826
auction,1365,0:00:02.002808,0:00:01.987933
auction,1366,0:00:02.479645,0:00:02.464767
auction,1367,0:00:01.976558,0:00:01.620790
auction,1368,0:00:02.314694,0:00:02.313752
auction,1369,0:00:01.810631,0:00:01.804375
auction,1380,0:00:02.973547,0:00:02.972397
auction,1381,0:00:02.252106,0:00:02.250859
auction,1382,0:00:02.322035,0:00:01.950343
auction,1383,0:00:01.746915,0:00:01.743141
auction,1384,0:00:02.553207,0:00:02.551942
auction,1395,0:00:02.702295,0:00:02.700888
auction,1396,0:00:01.744070,0:00:01.743143
auction,1397,0:00:02.165217,0:00:02.162256
auction,1398,0:00:02.794714,0:00:02.791411
auction,1399,0:00:01.875912,0:00:01.873047
auction,1410,0:00:01.951012,0:00:01.950344
auction,1411,0:00:02.341608,0:00:02.341038
auction,1412,0:00:02.514487,0:00:02.160672
auction,1413,0:00:02.734568,0:00:04.680790
auction,1414,0:00:02.404938,0:00:02.402789
auction,1425,0:00:02.434033,0:00:02.433094
auction,1426,0:00:02.703467,0:00:02.700818
auction,1427,0:00:02.076306,0:00:02.073317
auction,1428,0:00:02.283453,0:00:02.280920
auction,1429,0:00:02.941788,0:00:02.940619
auction,1440,0:00:02.255137,0:00:02.252406
auction,1441,0:00:02.251517,0:00:02.250748
auction,1442,0:00:01.654714,0:00:01.653410
auction,1443,0:00:02.073769,0:00:02.071192
auction,1444,0:00:02.385444,0:00:02.011693
auction,1455,0:00:02.733845,0:00:02.731780
auction,1456,0:00:01.654606,0:00:01.651943
auction,1457,0:00:02.674806,0:00:02.672015
auction,1458,0:00:02.375454,0:00:02.372626
auction,1459,0:00:02.073781,0:00:02.071280
auction,1470,0:00:02.583661,0:00:02.582663
auction,1471,0:00:01.890829,0:00:01.500824
auction,1472,0:00:02.409303,0:00:02.408409
auction,1473,0:00:01.566780,0:00:01.564646
auction,1474,0:00:01.661865,0:00:01.659278
auction,1485,0:00:02.837216,0:00:02.823416
auction,1486,0:00:02.041439,0:00:03.303380
auction,1487,0:00:03.264825,0:00:02.881196
auction,1488,0:00:02.501807,0:00:02.490846
auction,1489,0:00:01.844342,0:00:01.832228
choice,5,0:00:01.506392,0:00:01.502079
choice,6,0:00:02.322417,0:00:02.310479
choice,7,0:00:02.622829,0:00:02.610706
choice,8,0:00:02.027082,0:00:02.015406
choice,9,0:00:02.112333,0:00:02.041492
choice,20,0:00:02.765711,0:00:02.763022
choice,21,0:00:02.106206,0:00:02.104080
choice,22,0:00:02.914542,0:00:02.914019
choice,23,0:00:02.284406,0:00:02.282285
choice,24,0:00:02.675939,0:00:02.671806
choice,35,0:00:01.866310,0:00:01.862089
choice,36,0:00:02.102849,0:00:02.100708
choice,37,0:00:02.943373,0:00:02.941642
choice,38,0:00:02.748986,0:00:02.732036
choice,39,0:00:02.854862,0:00:02.852115
